drug	category
bexarotene	Protective Agents
bexarotene	Retinoic Acid Derivatives
bexarotene	Retinoids
bexarotene	Specialty Uses of Chemicals
idarucizumab	Amino Acids, Peptides, and Proteins
idarucizumab	Antibodies
idarucizumab	Antibodies, Monoclonal
idarucizumab	Antidotes
idarucizumab	Antihemorrhagic Agents, Miscellaneous
idarucizumab	Blood Proteins
idarucizumab	Globulins
idarucizumab	Humanized Monoclonal Antibody Fragment
idarucizumab	Immunoglobulins
idarucizumab	Immunoproteins
idarucizumab	Proteins
idarucizumab	Serum Globulins
lumiracoxib	Acids, Carbocyclic
lumiracoxib	Analgesics
lumiracoxib	Analgesics, Non-Narcotic
lumiracoxib	Anti-Inflammatory Agents
lumiracoxib	Anti-Inflammatory Agents, Non-Steroidal
lumiracoxib	Antiinflammatory and Antirheumatic Products
lumiracoxib	Antiinflammatory and Antirheumatic Products, Non-Steroids
lumiracoxib	Antirheumatic Agents
lumiracoxib	Carboxylic Acids
lumiracoxib	Central Nervous System Agents
lumiracoxib	COX Inhibitors
lumiracoxib	COX-1 Inhibitors
lumiracoxib	COX-2 Inhibitors
lumiracoxib	Cyclooxygenase Inhibitors
lumiracoxib	Cytochrome P-450 CYP1A2 Substrates
lumiracoxib	Enzyme Inhibitors
lumiracoxib	Musculo-Skeletal System
lumiracoxib	Peripheral Nervous System Agents
lumiracoxib	Phenylacetates
lumiracoxib	Selective Cyclooxygenase 2 Inhibitors (NSAIDs)
lumiracoxib	Sensory System Agents
calcium citrate	Acids, Acyclic
calcium citrate	Alimentary Tract and Metabolism
calcium citrate	Calcium Compounds
calcium citrate	Calcium Salts
calcium citrate	Carboxylic Acids
calcium citrate	Citrates
calcium citrate	Citric Acid
calcium citrate	Diet, Food, and Nutrition
calcium citrate	Food
calcium citrate	Food Additives
calcium citrate	Food and Beverages
calcium citrate	Mineral Supplements
calcium citrate	Physiological Phenomena
calcium citrate	Specialty Uses of Chemicals
calcium citrate	Tricarboxylic Acids
calcium citrate	Vitamins
romidepsin	Amino Acids, Peptides, and Proteins
romidepsin	Antibiotics, Antineoplastic
romidepsin	Antineoplastic Agents
romidepsin	Antineoplastic and Immunomodulating Agents
romidepsin	Histone Deacetylase Inhibitors
romidepsin	Macrocyclic Compounds
romidepsin	P-glycoprotein/ABCB1 Substrates
romidepsin	Peptides
romidepsin	Peptides, Cyclic
romidepsin	Polycyclic Compounds
moroctocog alfa	Amino Acids, Peptides, and Proteins
moroctocog alfa	Biological Factors
moroctocog alfa	Blood Coagulation Factors
moroctocog alfa	Blood Proteins
moroctocog alfa	Hemostatics
moroctocog alfa	Proteins
moroctocog alfa	Recombinant Proteins
dexmethylphenidate	Acids, Carbocyclic
dexmethylphenidate	Carboxylic Acids
dexmethylphenidate	Central Nervous System Agents
dexmethylphenidate	Central Nervous System Stimulants
dexmethylphenidate	Centrally Acting Sympathomimetics
dexmethylphenidate	Combined Inhibitors of Serotonin/Norepinephrine Reuptake
dexmethylphenidate	Cytochrome P-450 Enzyme Inhibitors
dexmethylphenidate	Dopamine Agents
dexmethylphenidate	Dopamine Uptake Inhibitors
dexmethylphenidate	Heterocyclic Compounds
dexmethylphenidate	Heterocyclic Compounds, 1-Ring
dexmethylphenidate	Membrane Transport Modulators
dexmethylphenidate	Methylphenidate
dexmethylphenidate	Nervous System
dexmethylphenidate	Neurotransmitter Agents
dexmethylphenidate	Neurotransmitter Uptake Inhibitors
dexmethylphenidate	Phenylacetates
dexmethylphenidate	Piperidines
dexmethylphenidate	Psychoanaleptics
dexmethylphenidate	Psychostimulants, Agents Used for Adhd and Nootropics
salicylic acid	Acids, Carbocyclic
salicylic acid	Aminosalicylic Acid and Similar Agents
salicylic acid	Analgesics
salicylic acid	Analgesics, Non-Narcotic
salicylic acid	Anti-Infective Agents
salicylic acid	Anti-Inflammatory Agents
salicylic acid	Anti-Inflammatory Agents, Non-Steroidal
salicylic acid	Anti-Inflammatory Agents, Non-Steroidal (Non-Selective)
salicylic acid	Antifungal Agents
salicylic acid	Antifungals for Dermatological Use
salicylic acid	Antifungals for Topical Use
salicylic acid	Benzene Derivatives
salicylic acid	Benzoates
salicylic acid	Carboxylic Acids
salicylic acid	Central Nervous System Agents
salicylic acid	COX Inhibitors
salicylic acid	COX-1 Inhibitors
salicylic acid	COX-2 Inhibitors
salicylic acid	Cyclooxygenase Inhibitors
salicylic acid	Dermatologicals
salicylic acid	Enzyme Inhibitors
salicylic acid	Hydrocarbons
salicylic acid	Hydrocarbons, Aromatic
salicylic acid	Hydrocarbons, Cyclic
salicylic acid	Hydroxy Acids
salicylic acid	Hydroxybenzoates
salicylic acid	Keratolytic Agents
salicylic acid	Nervous System
salicylic acid	Ophthalmologicals
salicylic acid	Peripheral Nervous System Agents
salicylic acid	Phenols
salicylic acid	Salicylates
salicylic acid	Salicylic Acid
salicylic acid	Salicylic Acid and Derivatives
salicylic acid	Sclerosing Solutions
salicylic acid	Sensory Organs
salicylic acid	Sensory System Agents
alimemazine	Antihistamines for Systemic Use
alimemazine	Antipruritics
alimemazine	Antipsychotic Agents
alimemazine	Central Nervous System Depressants
alimemazine	Cytochrome P-450 Enzyme Inducers
alimemazine	Dermatologicals
alimemazine	Heterocyclic Compounds
alimemazine	Heterocyclic Compounds, 3-Ring
alimemazine	Histamine Agents
alimemazine	Histamine Antagonists
alimemazine	Histamine H1 Antagonists
alimemazine	Neurotransmitter Agents
alimemazine	Phenothiazine Derivatives
alimemazine	Phenothiazines
alimemazine	Respiratory System
alimemazine	Sulfur Compounds
ergonovine	Adrenergic Agonists
ergonovine	Adrenergic alpha-1 Receptor Agonists
ergonovine	Adrenergic alpha-Agonists
ergonovine	Alkaloids
ergonovine	Cytochrome P-450 CYP3A Substrates
ergonovine	Cytochrome P-450 CYP3A4 Substrates
ergonovine	Cytochrome P-450 Enzyme Inhibitors
ergonovine	Ergolines
ergonovine	Ergot Alkaloids and Derivatives
ergonovine	Genito Urinary System and Sex Hormones
ergonovine	Heterocyclic Compounds
ergonovine	Heterocyclic Compounds with 4 or More Rings
ergonovine	P-glycoprotein/ABCB1 Inhibitors
ergonovine	Reproductive Control Agents
ergonovine	Serotonin Modulators
ergonovine	Uterotonic agents
ergonovine	Uterotonics
sweet potato	Non-Standardized Food Allergenic Extract
omalizumab	Agents to Treat Airway Disease
omalizumab	Amino Acids, Peptides, and Proteins
omalizumab	Anti-Allergic Agents
omalizumab	Anti-Asthmatic Agents
omalizumab	Anti-IgE
omalizumab	Antibodies
omalizumab	Antibodies, Anti-Idiotypic
omalizumab	Antibodies, Monoclonal
omalizumab	Antibodies, Monoclonal, Humanized
omalizumab	Blood Proteins
omalizumab	Drugs for Obstructive Airway Diseases
omalizumab	Globulins
omalizumab	Immunoglobulins
omalizumab	Immunoproteins
omalizumab	Proteins
omalizumab	Respiratory Agents, Miscellaneous
omalizumab	Respiratory System
omalizumab	Respiratory System Agents
omalizumab	Serum Globulins
oxybutynin	Acids, Carbocyclic
oxybutynin	Anticholinergic Agents
oxybutynin	Autonomic Agents
oxybutynin	Carboxylic Acids
oxybutynin	Cholinergic Agents
oxybutynin	Cytochrome P-450 CYP2D6 Inhibitors
oxybutynin	Cytochrome P-450 CYP2D6 Inhibitors (weak)
oxybutynin	Cytochrome P-450 Enzyme Inhibitors
oxybutynin	Drugs for Urinary Frequency and Incontinence
oxybutynin	Genito Urinary System and Sex Hormones
oxybutynin	Hydroxy Acids
oxybutynin	Muscarinic Antagonists
oxybutynin	Neurotransmitter Agents
oxybutynin	Parasympatholytics
oxybutynin	Peripheral Nervous System Agents
oxybutynin	Urological Agents
oxybutynin	Urologicals
cefmenoxime	Amides
cefmenoxime	Anti-Bacterial Agents
cefmenoxime	Anti-Infective Agents
cefmenoxime	Antibacterials for Systemic Use
cefmenoxime	Antiinfectives for Systemic Use
cefmenoxime	Aza Compounds
cefmenoxime	Azabicyclo Compounds
cefmenoxime	beta-Lactams
cefmenoxime	Bicyclo Compounds
cefmenoxime	Bicyclo Compounds, Heterocyclic
cefmenoxime	Bridged Compounds
cefmenoxime	Cefotaxime
cefmenoxime	Cephacetrile
cefmenoxime	Cephalosporins
cefmenoxime	Heterocyclic Compounds
cefmenoxime	Heterocyclic Compounds, 1-Ring
cefmenoxime	Heterocyclic Compounds, 2-Ring
cefmenoxime	Heterocyclic Compounds, Bridged-Ring
cefmenoxime	Hydrocarbons
cefmenoxime	Hydrocarbons, Cyclic
cefmenoxime	Lactams
cefmenoxime	Polycyclic Compounds
cefmenoxime	Sulfur Compounds
cefmenoxime	Thiazines
cefmenoxime	Third-Generation Cephalosporins
l-glutamine	Alimentary Tract and Metabolism
l-glutamine	Amino Acids
l-glutamine	Amino Acids and Derivatives
l-glutamine	Amino Acids, Basic
l-glutamine	Amino Acids, Diamino
l-glutamine	Amino Acids, Neutral
l-glutamine	Amino Acids, Peptides, and Proteins
l-glutamine	Dietary Supplements
l-glutamine	Supplements
carvedilol	Adrenergic Agents
carvedilol	Adrenergic alpha-1 Receptor Antagonists
carvedilol	Adrenergic alpha-2 Receptor Antagonists
carvedilol	Adrenergic alpha-Antagonists
carvedilol	Adrenergic Antagonists
carvedilol	Adrenergic beta-Antagonists
carvedilol	Alcohols
carvedilol	Alpha and Beta Blocking Agents
carvedilol	Amines
carvedilol	Amino Alcohols
carvedilol	Antihypertensive Agents
carvedilol	Bradycardia-Causing Agents
carvedilol	Cardiovascular Agents
carvedilol	Cardiovascular System
carvedilol	Cytochrome P-450 CYP1A2 Substrates
carvedilol	Cytochrome P-450 CYP2D6 Substrates
carvedilol	Heterocyclic Compounds
carvedilol	Heterocyclic Compounds, 2-Ring
carvedilol	Heterocyclic Compounds, 3-Ring
carvedilol	Hypotensive Agents
carvedilol	Indoles
carvedilol	Neurotransmitter Agents
carvedilol	P-glycoprotein/ABCB1 Inhibitors
carvedilol	Propanols
carvedilol	UGT1A1 Substrates
carvedilol	Vasodilating Agents
oxitriptan	Amino Acids
oxitriptan	Amino Acids, Aromatic
oxitriptan	Amino Acids, Cyclic
oxitriptan	Amino Acids, Essential
oxitriptan	Amino Acids, Peptides, and Proteins
oxitriptan	Antidepressive Agents
oxitriptan	Antidepressive Agents, Second-Generation
oxitriptan	Central Nervous System Agents
oxitriptan	Central Nervous System Depressants
oxitriptan	Nervous System
oxitriptan	Psychoanaleptics
oxitriptan	Psychotropic Drugs
oxitriptan	Tryptophan
sequoia sempervirens pollen	Non-Standardized Pollen Allergenic Extract
ferrous bisglycinate	Amino Acids
ferrous bisglycinate	Amino Acids, Peptides, and Proteins
ferrous bisglycinate	Iron Compounds
ferrous bisglycinate	Organometallic Compounds
nitroglycerin	Agents for Treatment of Hemorrhoids and Anal Fissures for Topical Use
nitroglycerin	Alcohols
nitroglycerin	Antianginal Agents
nitroglycerin	Carbohydrates
nitroglycerin	Cardiac Therapy
nitroglycerin	Cardiovascular Agents
nitroglycerin	Cardiovascular System
nitroglycerin	Explosive Agents
nitroglycerin	Glycerol
nitroglycerin	Hypotensive Agents
nitroglycerin	Methemoglobinemia Associated Agents
nitroglycerin	Nitrate Vasodilator
nitroglycerin	Nitrates and Nitrites
nitroglycerin	Nitro Compounds
nitroglycerin	Organic Nitrates
nitroglycerin	Specialty Uses of Chemicals
nitroglycerin	Sugar Alcohols
nitroglycerin	Vasodilating Agents
nitroglycerin	Vasodilators Used in Cardiac Diseases
nitroglycerin	Vasoprotectives
oxycodone	Alkaloids
oxycodone	Analgesics
oxycodone	Central Nervous System Agents
oxycodone	Central Nervous System Depressants
oxycodone	Codeine
oxycodone	Cytochrome P-450 CYP2D6 Substrates
oxycodone	Heterocyclic Compounds
oxycodone	Heterocyclic Compounds with 4 or More Rings
oxycodone	Heterocyclic Compounds, Bridged-Ring
oxycodone	Hydrocarbons
oxycodone	Hydrocarbons, Aromatic
oxycodone	Hydrocarbons, Cyclic
oxycodone	Morphinans
oxycodone	Morphine Derivatives
oxycodone	Narcotics
oxycodone	Natural Opium Alkaloids
oxycodone	Nervous System
oxycodone	Opiate Agonists
oxycodone	Opiate Alkaloids
oxycodone	Opioid Agonist
oxycodone	Opioids
oxycodone	Peripheral Nervous System Agents
oxycodone	Phenanthrenes
oxycodone	Polycyclic Compounds
oxycodone	Polycyclic Hydrocarbons, Aromatic
oxycodone	Semi-synthetic Opioids
oxycodone	Sensory System Agents
oxycodone	Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome
nitrofurantoin	Anti-Infective Agents
nitrofurantoin	Anti-Infective Agents, Urinary
nitrofurantoin	Antibacterials for Systemic Use
nitrofurantoin	Antiinfectives for Systemic Use
nitrofurantoin	BCRP/ABCG2 Substrates
nitrofurantoin	Furans
nitrofurantoin	Heterocyclic Compounds
nitrofurantoin	Heterocyclic Compounds, 1-Ring
nitrofurantoin	Methemoglobinemia Associated Agents
nitrofurantoin	Nitro Compounds
nitrofurantoin	Nitrofuran Antibacterial
nitrofurantoin	Nitrofuran Derivatives
nitrofurantoin	Nitrofurans
nitrofurantoin	Renal Agents
lauric acid	Fatty Acids
lauric acid	Lipids
bromus inermis pollen	Non-Standardized Pollen Allergenic Extract
edoxaban	Anticoagulants
edoxaban	Antithrombins
edoxaban	Azoles
edoxaban	Enzyme Inhibitors
edoxaban	Factor Xa Inhibitors
edoxaban	Hematologic Agents
edoxaban	Heterocyclic Compounds
edoxaban	Heterocyclic Compounds, 1-Ring
edoxaban	P-glycoprotein/ABCB1 Substrates
edoxaban	Protease Inhibitors
edoxaban	Serine Proteinase Inhibitors
edoxaban	Sulfur Compounds
ibrutinib	Antineoplastic Agents
ibrutinib	Antineoplastic and Immunomodulating Agents
ibrutinib	Azoles
ibrutinib	CYP3A Substrates (Sensitive)
ibrutinib	Cytochrome P-450 CYP1A2 Substrates
ibrutinib	Cytochrome P-450 CYP3A Substrates
ibrutinib	Heterocyclic Compounds
ibrutinib	Heterocyclic Compounds, 1-Ring
ibrutinib	Immunosuppressive Agents
ibrutinib	Kinase Inhibitor
ibrutinib	Myelosuppressive Agents
ibrutinib	Protein Kinase Inhibitors
niacin	Acids, Heterocyclic
niacin	Cardiovascular Agents
niacin	Cardiovascular System
niacin	Cytochrome P-450 Enzyme Inhibitors
niacin	Diet, Food, and Nutrition
niacin	Food
niacin	Food and Beverages
niacin	Growth Substances
niacin	Heterocyclic Compounds
niacin	Heterocyclic Compounds, 1-Ring
niacin	Hyperglycemia-Associated Agents
niacin	Hypolipidemic Agents
niacin	Lipid Modifying Agents
niacin	Lipid Modifying Agents, Plain
niacin	Lipid Regulating Agents
niacin	Micronutrients
niacin	Miscellaneous Antilipemic Agents
niacin	Nicotinic Acid and Derivatives
niacin	Nicotinic Acids
niacin	Noxae
niacin	Peripheral Vasodilators
niacin	Physiological Phenomena
niacin	Pyridines
niacin	Toxic Actions
niacin	Vasodilating Agents
niacin	Vitamin B Complex
niacin	Vitamins
corticorelin ovine triflutate	Amino Acids, Peptides, and Proteins
corticorelin ovine triflutate	Diagnostic Agents
corticorelin ovine triflutate	Hormones
corticorelin ovine triflutate	Hormones, Hormone Substitutes, and Hormone Antagonists
corticorelin ovine triflutate	Hypothalamic Hormones
corticorelin ovine triflutate	Nerve Tissue Proteins
corticorelin ovine triflutate	Neuropeptides
corticorelin ovine triflutate	Peptide Hormones
corticorelin ovine triflutate	Peptides
corticorelin ovine triflutate	Pituitary Hormone-Releasing Hormones
corticorelin ovine triflutate	Proteins
corticorelin ovine triflutate	Tests for Pituitary Function
febuxostat	Antigout Preparations
febuxostat	Antirheumatic Agents
febuxostat	Azoles
febuxostat	Gout Suppressants
febuxostat	Heterocyclic Compounds
febuxostat	Heterocyclic Compounds, 1-Ring
febuxostat	Musculo-Skeletal System
febuxostat	Preparations Inhibiting Uric Acid Production
febuxostat	Sulfur Compounds
febuxostat	Thiazoles
febuxostat	Xanthine Oxidase Inhibitors
elaeagnus angustifolia pollen	Non-Standardized Pollen Allergenic Extract
pinus virginiana pollen	Non-Standardized Pollen Allergenic Extract
potassium iodide	Anions
potassium iodide	Antidotes
potassium iodide	Antithyroid Agents
potassium iodide	Cough and Cold Preparations
potassium iodide	Electrolytes
potassium iodide	Expectorants
potassium iodide	Iodides
potassium iodide	Iodine Compounds
potassium iodide	Ions
potassium iodide	Minerals
potassium iodide	Ophthalmologicals
potassium iodide	Potassium Compounds
potassium iodide	Respiratory System
potassium iodide	Sensory Organs
pembrolizumab	Amino Acids, Peptides, and Proteins
pembrolizumab	Antibodies
pembrolizumab	Antibodies, Monoclonal
pembrolizumab	Antineoplastic Agents
pembrolizumab	Antineoplastic and Immunomodulating Agents
pembrolizumab	Blood Proteins
pembrolizumab	Globulins
pembrolizumab	Immunoglobulins
pembrolizumab	Immunoproteins
pembrolizumab	Programmed Death Receptor-1 Blocking Antibody
pembrolizumab	Proteins
pembrolizumab	Serum Globulins
darbepoetin alfa	Amino Acids, Peptides, and Proteins
darbepoetin alfa	Antianemic Preparations
darbepoetin alfa	Biological Factors
darbepoetin alfa	Blood and Blood Forming Organs
darbepoetin alfa	Carbohydrates
darbepoetin alfa	Colony-Stimulating Factors
darbepoetin alfa	Cytokines
darbepoetin alfa	Erythropoiesis-Stimulating Agents
darbepoetin alfa	Erythropoietin
darbepoetin alfa	Glycoconjugates
darbepoetin alfa	Glycoproteins
darbepoetin alfa	Hematinics
darbepoetin alfa	Hematologic Agents
darbepoetin alfa	Hematopoietic Cell Growth Factors
darbepoetin alfa	Intercellular Signaling Peptides and Proteins
darbepoetin alfa	Peptides
darbepoetin alfa	Proteins
bosutinib	Amines
bosutinib	Antineoplastic Agents
bosutinib	Antineoplastic and Immunomodulating Agents
bosutinib	Heterocyclic Compounds
bosutinib	Heterocyclic Compounds, 1-Ring
bosutinib	Heterocyclic Compounds, 2-Ring
bosutinib	Immunosuppressive Agents
bosutinib	Kinase Inhibitor
bosutinib	Myelosuppressive Agents
bosutinib	P-glycoprotein/ABCB1 Inhibitors
bosutinib	P-glycoprotein/ABCB1 Substrates
bosutinib	Protein Kinase Inhibitors
tiludronic acid	Bisphosphonates
tiludronic acid	Bone Density Conservation Agents
tiludronic acid	Drugs Affecting Bone Structure and Mineralization
tiludronic acid	Drugs for Treatment of Bone Diseases
tiludronic acid	Musculo-Skeletal System
tiludronic acid	Organophosphonates
tiludronic acid	Organophosphorus Compounds
tiludronic acid	Phospholipases A, antagonists & inhibitors
pethidine	Acids, Heterocyclic
pethidine	Adjuvants
pethidine	Adjuvants, Anesthesia
pethidine	Analgesics
pethidine	Central Nervous System Agents
pethidine	Central Nervous System Depressants
pethidine	Cytochrome P-450 CYP2B6 Substrates
pethidine	Heterocyclic Compounds
pethidine	Heterocyclic Compounds, 1-Ring
pethidine	Isonipecotic Acids
pethidine	Narcotics
pethidine	Nervous System
pethidine	NMDA Receptor Antagonists
pethidine	Opiate Agonists
pethidine	Opioid Agonist
pethidine	Opioids
pethidine	P-glycoprotein/ABCB1 Inhibitors
pethidine	Peripheral Nervous System Agents
pethidine	Phenylpiperidine Derivatives
pethidine	Piperidines
pethidine	Sensory System Agents
pethidine	Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome
pethidine	Serotonin Modulators
8-chlorotheophylline	Alkaloids
8-chlorotheophylline	Drugs for Obstructive Airway Diseases
8-chlorotheophylline	Heterocyclic Compounds
8-chlorotheophylline	Heterocyclic Compounds, 2-Ring
8-chlorotheophylline	Purines
8-chlorotheophylline	Purinones
8-chlorotheophylline	Respiratory System
8-chlorotheophylline	Xanthine derivatives
linaclotide	Alimentary Tract and Metabolism
